repo,chapter,figure_id,language,file_path,extension,chunk_types,plot_family,commit,local_status
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_IPSL-CM6A-LR_ssp126_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_IPSL-CM6A-LR_ssp245_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_IPSL-CM6A-LR_ssp370_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_IPSL-CM6A-LR_ssp585_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_KACE-1-0-G_historical_r2i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_KACE-1-0-G_ssp126_r2i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_KACE-1-0-G_ssp245_r2i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_KACE-1-0-G_ssp370_r2i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_KACE-1-0-G_ssp585_r2i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_KIOST-ESM_historical_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_KIOST-ESM_ssp126_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_KIOST-ESM_ssp245_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_KIOST-ESM_ssp585_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MIROC-ES2L_historical_r1i1p1f2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MIROC-ES2L_ssp126_r1i1p1f2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MIROC-ES2L_ssp245_r1i1p1f2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MIROC-ES2L_ssp370_r1i1p1f2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MIROC-ES2L_ssp585_r1i1p1f2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MIROC6_historical_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MIROC6_ssp126_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MIROC6_ssp245_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MIROC6_ssp370_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MIROC6_ssp585_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MPI-ESM1-2-HR_historical_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MPI-ESM1-2-HR_ssp126_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MPI-ESM1-2-HR_ssp245_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MPI-ESM1-2-HR_ssp370_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MPI-ESM1-2-HR_ssp585_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MPI-ESM1-2-LR_historical_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MPI-ESM1-2-LR_ssp126_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MPI-ESM1-2-LR_ssp245_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MPI-ESM1-2-LR_ssp370_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MPI-ESM1-2-LR_ssp585_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MRI-ESM2-0_historical_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MRI-ESM2-0_ssp126_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MRI-ESM2-0_ssp245_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MRI-ESM2-0_ssp370_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_MRI-ESM2-0_ssp585_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NESM3_historical_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NESM3_ssp126_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NESM3_ssp245_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NESM3_ssp585_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NorESM2-LM_historical_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NorESM2-LM_ssp126_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NorESM2-LM_ssp245_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NorESM2-LM_ssp370_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NorESM2-LM_ssp585_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NorESM2-MM_historical_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NorESM2-MM_ssp126_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NorESM2-MM_ssp245_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NorESM2-MM_ssp370_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_NorESM2-MM_ssp585_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_TaiESM1_historical_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_TaiESM1_ssp585_r1i1p1f1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_UKESM1-0-LL_historical_r1i1p1f2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_UKESM1-0-LL_ssp126_r1i1p1f2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_UKESM1-0-LL_ssp245_r1i1p1f2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_UKESM1-0-LL_ssp370_r1i1p1f2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP6\CMIP6_tas_sea\CMIP6_UKESM1-0-LL_ssp585_r1i1p1f2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\Overlaps-CORDEX-ReferenceRegions.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CCCma-CanESM2_r1i1p1_historical_CCCma-CanRCM4_r2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CCCma-CanESM2_r1i1p1_historical_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CCCma-CanESM2_r1i1p1_historical_UQAM-CRCM5_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CCCma-CanESM2_r1i1p1_rcp45_CCCma-CanRCM4_r2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CCCma-CanESM2_r1i1p1_rcp45_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CCCma-CanESM2_r1i1p1_rcp45_UQAM-CRCM5_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CCCma-CanESM2_r1i1p1_rcp85_CCCma-CanRCM4_r2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CCCma-CanESM2_r1i1p1_rcp85_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CNRM-CERFACS-CNRM-CM5_r1i1p1_historical_CLMcom-CCLM4-8-17_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CNRM-CERFACS-CNRM-CM5_r1i1p1_historical_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CNRM-CERFACS-CNRM-CM5_r1i1p1_rcp45_CLMcom-CCLM4-8-17_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CNRM-CERFACS-CNRM-CM5_r1i1p1_rcp45_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CNRM-CERFACS-CNRM-CM5_r1i1p1_rcp85_CLMcom-CCLM4-8-17_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CNRM-CERFACS-CNRM-CM5_r1i1p1_rcp85_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CSIRO-QCCCE-CSIRO-Mk3-6-0_r1i1p1_historical_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CSIRO-QCCCE-CSIRO-Mk3-6-0_r1i1p1_rcp45_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\CSIRO-QCCCE-CSIRO-Mk3-6-0_r1i1p1_rcp85_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_historical_CLMcom-CCLM4-8-17_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_historical_KNMI-RACMO22T_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_historical_MPI-CSC-REMO2009_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_historical_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_rcp26_KNMI-RACMO22T_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_rcp26_MPI-CSC-REMO2009_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_rcp26_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_rcp45_CLMcom-CCLM4-8-17_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_rcp45_MPI-CSC-REMO2009_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_rcp45_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_rcp85_CLMcom-CCLM4-8-17_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_rcp85_MPI-CSC-REMO2009_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r12i1p1_rcp85_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r3i1p1_historical_DMI-HIRHAM5_v2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r3i1p1_rcp45_DMI-HIRHAM5_v2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\ICHEC-EC-EARTH_r3i1p1_rcp85_DMI-HIRHAM5_v2.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\IPSL-IPSL-CM5A-LR_r1i1p1_historical_GERICS-REMO2009_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\IPSL-IPSL-CM5A-LR_r1i1p1_rcp26_GERICS-REMO2009_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\IPSL-IPSL-CM5A-LR_r1i1p1_rcp85_GERICS-REMO2009_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\IPSL-IPSL-CM5A-MR_r1i1p1_historical_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\IPSL-IPSL-CM5A-MR_r1i1p1_rcp45_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\IPSL-IPSL-CM5A-MR_r1i1p1_rcp85_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\MIROC-MIROC5_r1i1p1_historical_GERICS-REMO2009_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\MIROC-MIROC5_r1i1p1_historical_SMHI-RCA4_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CORDEX\CORDEX-AFR_pr_land\MIROC-MIROC5_r1i1p1_rcp26_GERICS-REMO2009_v1.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
